trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
14-R04,05:08:13,05:08:23,B05849P,4,,0,
14-R04,05:09:47,05:09:57,B01188P,5,,0,
14-R04,05:11:31,05:11:41,B02244P,6,,0,
14-R04,05:14:10,05:14:20,B06066P,7,,0,
14-R04,05:16:10,05:16:20,B00861P,8,,0,
14-R04,05:23:58,05:24:08,B01961P,9,,0,
14-R04,05:29:36,05:29:46,B06067P,10,,0,
14-R04,05:32:06,05:32:16,B04789P,11,,0,
14-R04,05:34:34,05:34:44,B05550P,12,,0,
14-R04,05:37:31,05:37:41,B01745P,13,,0,
14-R04,05:39:31,05:39:41,P00095,14,,0,
1E-R01,05:00:00,05:00:10,B05584P,0,,0,
1E-R01,05:00:38,05:00:48,B05394P,1,,0,
1E-R01,05:01:30,05:01:40,B02668P,2,,0,
1E-R01,05:02:25,05:02:35,B01106P,3,,0,
1E-R01,05:03:38,05:03:48,B01130P,4,,0,
1E-R01,05:06:35,05:06:45,B02539P,5,,0,
1E-R01,05:07:48,05:07:58,B00296P,6,,0,
1E-R01,05:11:41,05:11:51,B01818P,7,,0,
1E-R01,05:13:35,05:13:45,B00897P,8,,0,
1E-R01,05:16:01,05:16:11,B02644P,9,,0,
1E-R01,05:17:06,05:17:16,B05311P,10,,0,
1E-R01,05:19:07,05:19:17,B03175P,11,,0,
1E-R01,05:20:52,05:21:02,B05435P,12,,0,
1E-R01,05:21:57,05:22:07,B00654P,13,,0,
1E-R01,05:25:18,05:25:28,B01349P,14,,0,
1E-R01,05:26:43,05:26:53,B00729P,15,,0,
1E-R01,05:29:17,05:29:27,B03626P,16,,0,
1E-R01,05:31:13,05:31:23,B01083P,17,,0,
1E-R01,05:34:06,05:34:16,B05426P,18,,0,
1E-R01,05:38:31,05:38:41,B01610P,19,,0,
1E-R01,05:39:30,05:39:40,B02860P,20,,0,
1E-R01,05:41:37,05:41:47,B04668P,21,,0,
1E-R01,05:42:52,05:43:02,B00954P,22,,0,
1E-R01,05:46:18,05:46:28,B06578P,23,,0,
1E-R02,05:00:00,05:00:10,B06578P,0,,0,
1E-R02,05:01:58,05:02:08,B05623P,1,,0,
1E-R02,05:06:32,05:06:42,B05635P,2,,0,
1E-R02,05:08:23,05:08:33,B05425P,3,,0,
1E-R02,05:10:09,05:10:19,B00695P,4,,0,
1E-R02,05:12:32,05:12:42,B04790P,5,,0,
1E-R02,05:15:20,05:15:30,B01541P,6,,0,
1E-R02,05:17:35,05:17:45,B00814P,7,,0,
1E-R02,05:20:18,05:20:28,B00730P,8,,0,
1E-R02,05:21:43,05:21:53,B00459P,9,,0,
1E-R02,05:24:57,05:25:07,B03597P,10,,0,
1E-R02,05:25:54,05:26:04,B05434P,11,,0,
1E-R02,05:27:40,05:27:50,B03174P,12,,0,
1E-R02,05:29:43,05:29:53,B05898P,13,,0,
1E-R02,05:31:06,05:31:16,B01001P,14,,0,
1E-R02,05:33:17,05:33:27,B04803P,15,,0,
1E-R02,05:34:38,05:34:48,B03136P,16,,0,
1E-R02,05:38:43,05:38:53,B00295P,17,,0,
1E-R02,05:40:43,05:40:53,B02538P,18,,0,
1E-R02,05:43:09,05:43:19,B01497P,19,,0,
1E-R02,05:43:52,05:44:02,B00684P,20,,0,
1E-R02,05:44:34,05:44:44,B05072P,21,,0,
1E-R02,05:45:36,05:45:46,B01493P,22,,0,
1E-R02,05:46:51,05:47:01,B05584P,23,,0,
1K-R01,05:00:00,05:00:10,B00248P,0,,0,
1K-R01,06:24:11,06:24:21,B00313P,1,,0,
1K-R01,06:25:47,06:25:57,B02012P,2,,0,
1K-R01,06:28:34,06:28:44,B02896P,3,,0,
1K-R01,06:30:27,06:30:37,B02414P,4,,0,
1K-R01,06:31:31,06:31:41,B00611P,5,,0,
1K-R01,06:32:41,06:32:51,B05544P,6,,0,
1K-R01,06:34:13,06:34:23,B00221P,7,,0,
1K-R01,06:41:47,06:41:57,P00112,8,,0,
1K-R01,06:44:15,06:44:25,B06579P,9,,0,
1K-R02,05:00:00,05:00:10,B06579P,0,,0,
1K-R02,05:03:56,05:04:06,B01971P,1,,0,
1K-R02,05:09:26,05:09:36,B00222P,2,,0,
1K-R02,05:11:33,05:11:43,B00378P,3,,0,
1K-R02,05:12:55,05:13:05,B00612P,4,,0,
1K-R02,05:14:57,05:15:07,B00589P,5,,0,
1K-R02,05:20:38,05:20:48,B02013P,6,,0,
1K-R02,05:24:54,05:25:04,B01839P,7,,0,
1K-R02,06:25:08,06:25:18,B03097P,8,,0,
1K-R02,06:49:43,06:49:53,B03094P,9,,0,
1K-R02,07:06:13,07:06:23,B00226P,10,,0,
1K-R02,07:07:53,07:08:03,B00248P,11,,0,
1M-R01,05:00:00,05:00:10,B02427P,0,,0,
1M-R01,05:00:44,05:00:54,B03227P,1,,0,
1M-R01,05:02:55,05:03:05,B02979P,2,,0,
1M-R01,05:04:18,05:04:28,B04075P,3,,0,
1M-R01,05:05:09,05:05:19,B00063P,4,,0,
1M-R01,05:06:26,05:06:36,B02536P,5,,0,
1M-R01,05:08:16,05:08:26,B00062P,6,,0,
1M-R01,05:09:32,05:09:42,B04502P,7,,0,
1M-R01,05:10:34,05:10:44,B05009P,8,,0,
1M-R01,05:11:37,05:11:47,B05154P,9,,0,
1M-R01,05:12:11,05:12:21,B03634P,10,,0,
1M-R01,05:14:01,05:14:11,B03697P,11,,0,
1M-R01,05:15:24,05:15:34,B03933P,12,,0,
1M-R01,05:16:49,05:16:59,B01318P,13,,0,
1M-R01,05:17:48,05:17:58,B01467P,14,,0,
1M-R01,05:19:02,05:19:12,B05303P,15,,0,
1M-R01,05:20:19,05:20:29,B00890P,16,,0,
1M-R01,05:22:42,05:22:52,B04435P,17,,0,
1M-R01,05:23:14,05:23:24,B01214P,18,,0,
1M-R01,05:24:51,05:25:01,B05418P,19,,0,
1M-R01,05:26:01,05:26:11,B01212P,20,,0,
1M-R01,05:28:16,05:28:26,B01198P,21,,0,
1M-R01,05:29:42,05:29:52,B01196P,22,,0,
1M-R01,05:30:45,05:30:55,B00698P,23,,0,
1M-R01,05:32:39,05:32:49,B01137P,24,,0,
1M-R01,05:34:20,05:34:30,B01136P,25,,0,
1M-R01,05:35:36,05:35:46,B01616P,26,,0,
1M-R01,05:36:35,05:36:45,B00191P,27,,0,
1M-R01,05:38:12,05:38:22,B00813P,28,,0,
1M-R01,05:39:31,05:39:41,B02679P,29,,0,
1M-R01,05:40:42,05:40:52,B01842P,30,,0,
1M-R01,05:42:25,05:42:35,B04685P,31,,0,
1M-R01,05:44:14,05:44:24,B01012P,32,,0,
1M-R01,05:45:35,05:45:45,B03772P,33,,0,
1M-R01,05:49:41,05:49:51,B01860P,34,,0,
1M-R01,05:52:04,05:52:14,B05228P,35,,0,
1M-R01,05:54:55,05:55:05,B03052P,36,,0,
1M-R01,05:56:38,05:56:48,B02392P,37,,0,
1M-R01,05:58:00,05:58:10,B03170P,38,,0,
1M-R01,05:59:09,05:59:19,B03171P,39,,0,
1M-R01,06:01:06,06:01:16,P00045,40,,0,
1M-R01,06:04:02,06:04:12,B06578P,41,,0,
1N-R01,05:00:00,05:00:10,P00083,0,,0,
1N-R01,05:01:07,05:01:17,B00825P,1,,0,
1N-R01,05:01:39,05:01:49,B05505P,2,,0,
1N-R01,05:02:17,05:02:27,B01638P,3,,0,
1N-R01,05:03:12,05:03:22,B05666P,4,,0,
1N-R01,05:05:09,05:05:19,B05315P,5,,0,
1N-R01,05:05:42,05:05:52,B01766P,6,,0,
1N-R01,05:08:42,05:08:52,B05890P,7,,0,
1N-R01,05:09:32,05:09:42,B03312P,8,,0,
1N-R01,05:11:15,05:11:25,B03313P,9,,0,
1N-R01,05:14:09,05:14:19,B05892P,10,,0,
1N-R01,05:17:23,05:17:33,B05773P,11,,0,
1N-R01,05:18:00,05:18:10,B05775P,12,,0,
1N-R01,05:21:04,05:21:14,B00325P,13,,0,
1N-R01,05:21:51,05:22:01,B00214P,14,,0,
1N-R01,05:24:01,05:24:11,B00244P,15,,0,
1N-R01,05:25:35,05:25:45,B01835P,16,,0,
1N-R01,05:26:57,05:27:07,B00360P,17,,0,
1N-R01,05:28:15,05:28:25,B02873P,18,,0,
1N-R01,05:35:35,05:35:45,B00611P,19,,0,
1N-R01,05:36:45,05:36:55,B05544P,20,,0,
1N-R01,05:38:17,05:38:27,B00221P,21,,0,
1N-R01,05:41:33,05:41:43,B05637P,22,,0,
1N-R01,05:46:20,05:46:30,B01437P,23,,0,
1N-R01,05:50:39,05:50:49,B06577P,24,,0,
1P-R03,05:00:00,05:00:10,B05725P,0,,0,
1P-R03,05:01:09,05:01:19,B01945P,1,,0,
1P-R03,05:02:57,05:03:07,B00109P,2,,0,
1P-R03,05:04:12,05:04:22,B04820P,3,,0,
1P-R03,05:06:28,05:06:38,B04647P,4,,0,
1P-R03,05:10:42,05:10:52,B02680P,5,,0,
1P-R03,05:15:00,05:15:10,B00083P,6,,0,
1P-R03,05:16:14,05:16:24,B03199P,7,,0,
1P-R03,05:17:32,05:17:42,B03200P,8,,0,
1P-R03,05:18:43,05:18:53,B06037P,9,,0,
1P-R03,05:21:07,05:21:17,B00720P,10,,0,
1P-R03,05:23:54,05:24:04,B05693P,11,,0,
1P-R03,05:26:58,05:27:08,B00102P,12,,0,
1P-R03,05:28:10,05:28:20,B02755P,13,,0,
1P-R03,05:29:38,05:29:48,B00291P,14,,0,
1P-R03,05:31:40,05:31:50,B05890P,15,,0,
1P-R03,05:32:30,05:32:40,B03312P,16,,0,
1P-R03,05:34:13,05:34:23,B03313P,17,,0,
1P-R03,05:37:07,05:37:17,B05892P,18,,0,
1P-R03,05:40:21,05:40:31,B05773P,19,,0,
1P-R03,05:40:58,05:41:08,B05775P,20,,0,
1P-R03,05:44:01,05:44:11,B00325P,21,,0,
1P-R03,05:44:47,05:44:57,B00214P,22,,0,
1P-R03,05:46:57,05:47:07,B00244P,23,,0,
1P-R03,05:48:31,05:48:41,B01835P,24,,0,
1P-R03,05:49:54,05:50:04,B00360P,25,,0,
1P-R03,05:51:12,05:51:22,B02873P,26,,0,
1P-R03,05:58:31,05:58:41,B00611P,27,,0,
1P-R03,05:59:41,05:59:51,B05544P,28,,0,
1P-R03,06:01:13,06:01:23,B00221P,29,,0,
1P-R03,06:04:29,06:04:39,B05637P,30,,0,
1P-R03,06:09:16,06:09:26,B01437P,31,,0,
1P-R03,06:13:35,06:13:45,B06577P,32,,0,
1Q-R01,05:00:00,05:00:10,B00238P,0,,0,
1Q-R01,05:02:39,05:02:49,B03908P,1,,0,
1Q-R01,05:03:27,05:03:37,B04795P,2,,0,
1Q-R01,05:04:46,05:04:56,B03458P,3,,0,
1Q-R01,05:06:05,05:06:15,B04279P,4,,0,
1Q-R01,05:07:24,05:07:34,B05416P,5,,0,
1Q-R01,05:08:31,05:08:41,B01037P,6,,0,
1Q-R01,05:10:41,05:10:51,B05853P,7,,0,
1Q-R01,05:11:45,05:11:55,B02117P,8,,0,
1Q-R01,05:13:14,05:13:24,B02321P,9,,0,
1Q-R01,05:18:41,05:18:51,B02742P,10,,0,
1Q-R01,05:21:10,05:21:20,B02759P,11,,0,
1Q-R01,05:22:42,05:22:52,B00926P,12,,0,
1Q-R01,05:24:48,05:24:58,B01465P,13,,0,
1Q-R01,05:25:51,05:26:01,B01822P,14,,0,
1Q-R01,05:27:06,05:27:16,B05781P,15,,0,
1Q-R01,05:30:46,05:30:56,B02746P,16,,0,
1Q-R01,05:32:02,05:32:12,B05454P,17,,0,
1Q-R01,05:34:50,05:35:00,B04954P,18,,0,
1Q-R01,05:39:07,05:39:17,B03052P,19,,0,
1Q-R01,05:40:50,05:41:00,B02392P,20,,0,
1Q-R01,05:42:12,05:42:22,B03170P,21,,0,
1Q-R01,05:43:21,05:43:31,B03171P,22,,0,
1Q-R01,05:45:18,05:45:28,P00045,23,,0,
1Q-R01,05:48:14,05:48:24,B06578P,24,,0,
1Q-R02,05:00:00,05:00:10,B06578P,0,,0,
1Q-R02,05:01:58,05:02:08,B05623P,1,,0,
1Q-R02,05:07:24,05:07:34,B01610P,2,,0,
1Q-R02,05:11:12,05:11:22,P00045,3,,0,
1Q-R02,05:13:18,05:13:28,B01998P,4,,0,
1Q-R02,05:14:16,05:14:26,B03169P,5,,0,
1Q-R02,05:15:34,05:15:44,B02391P,6,,0,
1Q-R02,05:16:19,05:16:29,B04808P,7,,0,
1Q-R02,05:18:42,05:18:52,B05642P,8,,0,
1Q-R02,05:20:29,05:20:39,B02540P,9,,0,
1Q-R02,05:22:53,05:23:03,B01045P,10,,0,
1Q-R02,05:25:03,05:25:13,B00959P,11,,0,
1Q-R02,05:27:46,05:27:56,P00107,12,,0,
1Q-R02,05:30:08,05:30:18,P00245,13,,0,
1Q-R02,05:32:42,05:32:52,B02373P,14,,0,
1Q-R02,05:35:24,05:35:34,B02374P,15,,0,
1Q-R02,05:41:24,05:41:34,B02948P,16,,0,
1Q-R02,05:42:47,05:42:57,B02380P,17,,0,
1Q-R02,05:44:23,05:44:33,B01421P,18,,0,
1Q-R02,05:47:39,05:47:49,B02940P,19,,0,
1Q-R02,05:50:17,05:50:27,B01154P,20,,0,
1Q-R02,05:51:14,05:51:24,B00624P,21,,0,
1Q-R02,05:52:08,05:52:18,B00345P,22,,0,
1Q-R02,05:52:50,05:53:00,B03689P,23,,0,
1Q-R02,05:55:06,05:55:16,B03132P,24,,0,
1Q-R02,05:56:29,05:56:39,B00129P,25,,0,
1Q-R02,05:58:20,05:58:30,B01905P,26,,0,
1Q-R02,05:59:23,05:59:33,B01476P,27,,0,
1Q-R02,06:00:47,06:00:57,B00678P,28,,0,
1Q-R02,06:01:17,06:01:27,B00238P,29,,0,
2E-R03,05:00:00,05:00:10,B03291P,0,,0,
2E-R03,05:21:29,05:21:39,B06667P,1,,0,
2E-R03,05:22:54,05:23:04,B06655P,2,,0,
2E-R03,05:25:03,05:25:13,B06665P,3,,0,
2E-R03,05:26:35,05:26:45,B06653P,4,,0,
2E-R03,05:29:40,05:29:50,B06652P,5,,0,
2E-R03,05:31:51,05:32:01,B05200P,6,,0,
2E-R03,05:32:38,05:32:48,B00081P,7,,0,
2E-R03,05:34:09,05:34:19,B04897P,8,,0,
2E-R03,05:35:15,05:35:25,B05300P,9,,0,
2E-R03,05:37:03,05:37:13,B02850P,10,,0,
2E-R03,05:38:12,05:38:22,B00554P,11,,0,
2E-R03,05:39:05,05:39:15,B00395P,12,,0,
2E-R03,05:40:46,05:40:56,B02800P,13,,0,
2E-R03,05:41:46,05:41:56,B05587P,14,,0,
2E-R03,05:43:05,05:43:15,B05566P,15,,0,
2E-R03,05:44:08,05:44:18,B00031P,16,,0,
2E-R03,05:45:09,05:45:19,B00822P,17,,0,
2E-R03,05:46:10,05:46:20,B01806P,18,,0,
2E-R03,05:49:46,05:49:56,B05823P,19,,0,
2E-R03,05:50:19,05:50:29,B03090P,20,,0,
2E-R03,05:57:02,05:57:12,B00788P,21,,0,
2E-R03,06:02:40,06:02:50,B02998P,22,,0,
2E-R03,06:04:01,06:04:11,B05314P,23,,0,
2E-R03,06:05:41,06:05:51,B03152P,24,,0,
2E-R03,06:06:34,06:06:44,B01850P,25,,0,
2E-R03,06:08:54,06:09:04,B00131P,26,,0,
2E-R03,06:09:54,06:10:04,B03006P,27,,0,
2E-R03,06:12:58,06:13:08,B03003P,28,,0,
2E-R03,06:15:21,06:15:31,B00070P,29,,0,
2E-R03,06:24:07,06:24:17,B05934P,30,,0,
2E-R03,06:27:01,06:27:11,B05935P,31,,0,
2E-R04,05:00:00,05:00:10,B05935P,0,,0,
2E-R04,05:07:45,05:07:55,B00069P,1,,0,
2E-R04,05:09:37,05:09:47,B02510P,2,,0,
2E-R04,05:10:36,05:10:46,B03002P,3,,0,
2E-R04,05:12:09,05:12:19,B01901P,4,,0,
2E-R04,05:14:27,05:14:37,B00130P,5,,0,
2E-R04,05:17:26,05:17:36,B04287P,6,,0,
2E-R04,05:21:50,05:22:00,B05875P,7,,0,
2E-R04,05:22:58,05:23:08,B01277P,8,,0,
2E-R04,05:23:55,05:24:05,B01278P,9,,0,
2E-R04,05:36:50,05:37:00,B02947P,10,,0,
2E-R04,05:37:31,05:37:41,B01807P,11,,0,
2E-R04,05:38:25,05:38:35,B00823P,12,,0,
2E-R04,05:39:48,05:39:58,B00032P,13,,0,
2E-R04,05:41:40,05:41:50,B05588P,14,,0,
2E-R04,05:42:44,05:42:54,B02801P,15,,0,
2E-R04,05:44:25,05:44:35,B00396P,16,,0,
2E-R04,05:45:14,05:45:24,B00555P,17,,0,
2E-R04,05:46:32,05:46:42,B02851P,18,,0,
2E-R04,05:49:05,05:49:15,B04898P,19,,0,
2E-R04,05:50:43,05:50:53,B00082P,20,,0,
2E-R04,05:51:41,05:51:51,B05201P,21,,0,
2E-R04,05:52:46,05:52:56,B06664P,22,,0,
2E-R04,05:55:21,05:55:31,B06654P,23,,0,
2E-R04,05:56:36,05:56:46,B06666P,24,,0,
2E-R04,06:03:42,06:03:52,B03091P,25,,0,
2E-R04,06:18:40,06:18:50,B03291P,26,,0,
2F-R01,05:00:00,05:00:10,B02997P,0,,0,
2F-R01,05:04:05,05:04:15,P00191,1,,0,
2F-R01,05:08:52,05:09:02,P00258,2,,0,
2F-R01,05:11:47,05:11:57,P00028,3,,0,
2F-R01,05:17:30,05:17:40,B06188P,4,,0,
2F-R01,05:21:21,05:21:31,B03298P,5,,0,
2F-R01,05:30:18,05:30:28,B03267P,6,,0,
2F-R03,05:00:00,05:00:10,B03267P,0,,0,
2F-R03,05:03:24,05:03:34,B03298P,1,,0,
2F-R03,05:11:31,05:11:41,B06182P,2,,0,
2F-R03,05:20:26,05:20:36,P00028,3,,0,
2F-R03,05:23:22,05:23:32,P00258,4,,0,
2F-R03,05:27:33,05:27:43,B06146P,5,,0,
2F-R03,05:30:07,05:30:17,B06147P,6,,0,
2F-R03,05:33:06,05:33:16,B06148P,7,,0,
2F-R03,05:35:43,05:35:53,B06183P,8,,0,
2F-R03,05:39:51,05:40:01,B06184P,9,,0,
2F-R03,05:42:43,05:42:53,B06149P,10,,0,
2F-R03,05:46:50,05:47:00,B06185P,11,,0,
2F-R03,05:49:36,05:49:46,B06186P,12,,0,
2F-R03,05:52:28,05:52:38,B06150P,13,,0,
2F-R03,05:55:05,05:55:15,B06187P,14,,0,
2F-R03,06:02:55,06:03:05,P00191,15,,0,
2F-R03,06:06:38,06:06:48,B02997P,16,,0,
2H-R03,05:00:00,05:00:10,B03273P,0,,0,
2H-R03,05:02:22,05:02:32,B03377P,1,,0,
2H-R03,05:08:17,05:08:27,B01073P,2,,0,
2H-R03,05:08:52,05:09:02,B06668P,3,,0,
2H-R03,05:11:01,05:11:11,B00770P,4,,0,
2H-R03,05:16:14,05:16:24,B03199P,5,,0,
2H-R04,05:00:00,05:00:10,B03199P,0,,0,
2H-R04,05:07:53,05:08:03,B00317P,1,,0,
2H-R04,05:09:00,05:09:10,B00318P,2,,0,
2H-R04,05:10:25,05:10:35,B01311P,3,,0,
2H-R04,05:12:32,05:12:42,B05389P,4,,0,
2H-R04,05:13:14,05:13:24,B05170P,5,,0,
2H-R04,05:14:46,05:14:56,B00388P,6,,0,
2H-R04,05:16:19,05:16:29,B03084P,7,,0,
2H-R04,05:17:33,05:17:43,B02059P,8,,0,
2H-R04,05:22:14,05:22:24,B02594P,9,,0,
2H-R04,05:23:21,05:23:31,B00687P,10,,0,
2H-R04,05:23:53,05:24:03,B05696P,11,,0,
2H-R04,05:25:10,05:25:20,B03083P,12,,0,
2H-R04,05:29:25,05:29:35,B04344P,13,,0,
2H-R04,05:32:37,05:32:47,B03273P,14,,0,
2P-R05,05:00:00,05:00:00,B06053P,0,,0,
2P-R05,05:00:43,05:00:43,B02291P,1,,0,
2P-R05,05:01:27,05:01:27,B00184P,2,,0,
2P-R05,05:02:59,05:02:59,B01813P,3,,0,
2P-R05,05:05:15,05:05:15,B05693P,4,,0,
2P-R05,05:08:08,05:08:08,B00390P,5,,0,
2P-R05,05:10:14,05:10:14,B05814P,6,,0,
2P-R05,05:13:04,05:13:04,B02575P,7,,0,
2P-R05,05:16:29,05:16:29,B00083P,8,,0,
2P-R05,05:17:15,05:17:15,B00084P,9,,0,
2P-R05,05:17:52,05:17:52,B03199P,10,,0,
2P-R05,05:18:31,05:18:31,B03201P,11,,0,
2P-R05,05:22:32,05:22:32,B05866P,12,,0,
2P-R05,05:23:14,05:23:14,B04647P,13,,0,
2P-R05,05:25:49,05:25:49,B05725P,14,,0,
2Q-R01,05:00:00,05:00:10,B06053P,0,,0,
2Q-R01,05:00:43,05:00:53,B02291P,1,,0,
2Q-R01,05:01:27,05:01:37,B00184P,2,,0,
2Q-R01,05:02:59,05:03:09,B01813P,3,,0,
2Q-R01,05:05:15,05:05:25,B05693P,4,,0,
2Q-R01,05:09:26,05:09:36,B02755P,5,,0,
2Q-R02,10:00:00,10:00:10,B02755P,0,,0,
2Q-R02,10:01:32,10:01:42,B00291P,1,,0,
2Q-R02,10:02:58,10:03:08,B02266P,2,,0,
2Q-R02,10:04:01,10:04:11,B00304P,3,,0,
2Q-R02,10:04:54,10:05:04,B00323P,4,,0,
2Q-R02,10:08:00,10:08:10,B05445P,5,,0,
2Q-R02,10:09:52,10:10:02,B06034P,6,,0,
2Q-R02,10:13:34,10:13:44,B03596P,7,,0,
2Q-R02,10:15:25,10:15:35,B06053P,8,,0,
3A-R01,05:00:00,05:00:10,B03286P,0,,0,
3A-R01,05:01:28,05:01:38,B02379P,1,,0,
3A-R01,05:03:36,05:03:46,B01760P,2,,0,
3A-R01,05:04:34,05:04:44,B06657P,3,,0,
3A-R01,05:07:46,05:07:56,B02833P,4,,0,
3A-R01,05:10:35,05:10:45,B01798P,5,,0,
3A-R02,05:00:00,05:00:10,B01798P,0,,0,
3A-R02,05:02:07,05:02:17,B01332P,1,,0,
3A-R02,05:03:04,05:03:14,B02760P,2,,0,
3A-R02,05:06:31,05:06:41,B06656P,3,,0,
3A-R02,05:12:08,05:12:18,B03286P,4,,0,
3B-R03,05:00:00,05:00:10,B03272P,0,,0,
3B-R03,05:07:56,05:08:06,B06302P,1,,0,
3B-R03,05:11:02,05:11:12,B06299P,2,,0,
3B-R03,05:17:15,05:17:25,B04902P,3,,0,
3B-R03,05:19:13,05:19:23,B03206P,4,,0,
3B-R03,05:20:07,05:20:17,B02194P,5,,0,
3B-R03,05:20:57,05:21:07,B02195P,6,,0,
3B-R03,05:22:31,05:22:41,B05838P,7,,0,
3B-R03,05:23:07,05:23:17,B05317P,8,,0,
3B-R03,05:24:32,05:24:42,B02900P,9,,0,
3B-R03,05:26:10,05:26:20,B03343P,10,,0,
3B-R03,05:27:15,05:27:25,B03009P,11,,0,
3B-R03,05:28:35,05:28:45,B03073P,12,,0,
3B-R04,05:00:00,05:00:10,B03073P,0,,0,
3B-R04,05:01:56,05:02:06,B04136P,1,,0,
3B-R04,05:03:13,05:03:23,B04610P,2,,0,
3B-R04,05:04:19,05:04:29,B00192P,3,,0,
3B-R04,05:06:18,05:06:28,B03041P,4,,0,
3B-R04,05:08:55,05:09:05,B05632P,5,,0,
3B-R04,05:11:36,05:11:46,B02808P,6,,0,
3B-R04,05:17:05,05:17:15,B03272P,7,,0,
3C-R01,05:00:00,05:00:10,B03277P,0,,0,
3C-R01,05:15:41,05:15:51,P00170,1,,0,
3C-R02,05:00:00,05:00:10,P00170,0,,0,
3C-R02,05:15:41,05:15:51,B03277P,1,,0,
3ST-L01,05:00:00,05:00:10,P00122,0,,0,
3ST-L01,05:02:21,05:02:31,P00006,1,,0,
3ST-L01,05:09:47,05:09:57,P00021,2,,0,
3ST-L01,05:28:26,05:28:36,P00219,3,,0,
3ST-L01,05:31:01,05:31:11,P00122,4,,0,
4B-R02,05:00:00,05:00:10,B05830P,0,,0,
4B-R02,05:05:57,05:06:07,B05834P,1,,0,
4B-R02,05:07:35,05:07:45,B05514P,2,,0,
4B-R02,05:09:36,05:09:46,B04423P,3,,0,
4B-R02,05:11:33,05:11:43,B00821P,4,,0,
4B-R02,05:12:17,05:12:27,B05464P,5,,0,
4B-R02,05:17:01,05:17:11,B01809P,6,,0,
4B-R02,05:19:56,05:20:06,B01780P,7,,0,
4B-R02,05:21:53,05:22:03,B02269P,8,,0,
4B-R02,05:25:07,05:25:17,B02134P,9,,0,
4B-R02,05:26:00,05:26:10,B05509P,10,,0,
4B-R02,05:31:21,05:31:31,B02017P,11,,0,
4B-R02,05:33:05,05:33:15,B03078P,12,,0,
4B-R02,05:34:43,05:34:53,B02470P,13,,0,
4B-R02,05:35:40,05:35:50,B00693P,14,,0,
4B-R02,05:37:56,05:38:06,B02160P,15,,0,
4B-R02,05:39:20,05:39:30,B02647P,16,,0,
4B-R02,05:40:30,05:40:40,B05716P,17,,0,
4B-R02,05:43:14,05:43:24,B02278P,18,,0,
4B-R02,05:45:38,05:45:48,B01581P,19,,0,
4B-R02,05:47:00,05:47:10,B00185P,20,,0,
4B-R02,05:48:05,05:48:15,B02892P,21,,0,
4B-R02,05:49:03,05:49:13,B00231P,22,,0,
4B-R02,05:50:23,05:50:33,B00731P,23,,0,
4B-R02,05:51:56,05:52:06,B00337P,24,,0,
4B-R02,05:52:54,05:53:04,B02921P,25,,0,
4B-R02,05:54:54,05:55:04,B02300P,26,,0,
4B-R02,05:56:56,05:57:06,B02982P,27,,0,
4B-R02,05:58:31,05:58:41,B00683P,28,,0,
4B-R02,05:59:30,05:59:40,B03183P,29,,0,
4B-R02,06:01:57,06:02:07,B02393P,30,,0,
4B-R02,06:04:28,06:04:38,B02562P,31,,0,
4B-R02,06:05:55,06:06:05,B05686P,32,,0,
4B-R02,06:08:08,06:08:18,B05836P,33,,0,
4B-R02,06:09:06,06:09:16,B02045P,34,,0,
4B-R02,06:10:18,06:10:28,B02426P,35,,0,
4B-R02,06:10:57,06:11:07,B01889P,36,,0,
4B-R02,06:12:26,06:12:36,B04573P,37,,0,
4B-R02,06:13:52,06:14:02,B00105P,38,,0,
4B-R02,06:15:15,06:15:25,B02553P,39,,0,
4B-R02,06:17:24,06:17:34,B01753P,40,,0,
4B-R02,06:18:27,06:18:37,B03334P,41,,0,
4B-R02,06:19:01,06:19:11,B03126P,42,,0,
4B-R02,06:20:27,06:20:37,B02342P,43,,0,
4B-R02,06:21:59,06:22:09,B02456P,44,,0,
4B-R02,06:30:00,06:30:10,P00257,45,,0,
4B-R02,06:30:27,06:30:37,P00180,46,,0,
4E-R01,05:00:00,05:00:10,B03275P,0,,0,
4E-R01,05:00:48,05:00:58,B03276P,1,,0,
4E-R01,05:01:48,05:01:58,B02319P,2,,0,
4E-R01,05:02:29,05:02:39,B00364P,3,,0,
4E-R01,05:03:44,05:03:54,B05671P,4,,0,
4E-R01,05:04:37,05:04:47,B00866P,5,,0,
4E-R01,05:05:50,05:06:00,B02942P,6,,0,
4E-R01,05:06:34,05:06:44,B05798P,7,,0,
4E-R01,05:08:29,05:08:39,B02943P,8,,0,
4E-R01,05:09:55,05:10:05,B02946P,9,,0,
4E-R01,05:11:02,05:11:12,B03325P,10,,0,
4E-R01,05:13:00,05:13:10,B02274P,11,,0,
4E-R01,05:14:05,05:14:15,B01779P,12,,0,
4E-R01,05:15:48,05:15:58,B02848P,13,,0,
4E-R01,05:17:05,05:17:15,B02671P,14,,0,
4E-R01,05:18:17,05:18:27,B02856P,15,,0,
4E-R01,05:19:31,05:19:41,B02999P,16,,0,
4E-R01,05:22:39,05:22:49,B02997P,17,,0,
4E-R03,05:00:00,05:00:10,B02997P,0,,0,
4E-R03,05:01:04,05:01:14,B00564P,1,,0,
4E-R03,05:01:48,05:01:58,B00041P,2,,0,
